url	city	state	add	sightings	lat	lon
http://www.ghostsofamerica.com/4/Kentucky_Jackson_ghost_sightings.html	JACKSON	KY	JACKSON, KY	2	37.553146	-83.383513
http://www.ghostsofamerica.com/4/Kentucky_Jeremiah_ghost_sightings.html	JEREMIAH	KY	JEREMIAH, KY	1	37.16732	-82.92905
http://www.ghostsofamerica.com/4/Kentucky_Junction_City_ghost_sightings.html	JUNCTION CITY	KY	JUNCTION CITY, KY	1	37.586743	-84.793838
http://www.ghostsofamerica.com/4/Kentucky_Keavy_ghost_sightings.html	KEAVY	KY	KEAVY, KY	2	37.003698	-84.161044
http://www.ghostsofamerica.com/4/Kentucky_Keene_ghost_sightings.html	KEENE	KY	KEENE, KY	1	37.943411	-84.641887
http://www.ghostsofamerica.com/4/Kentucky_Kenvir_ghost_sightings.html	KENVIR	KY	KENVIR, KY	1	36.853701	-83.157117
http://www.ghostsofamerica.com/4/Kentucky_Kevil_ghost_sightings.html	KEVIL	KY	KEVIL, KY	1	37.085054	-88.886727
http://www.ghostsofamerica.com/4/Kentucky_La_Grange_ghost_sightings.html	LA GRANGE	KY	LA GRANGE, KY	2	38.407567	-85.378847
http://www.ghostsofamerica.com/4/Kentucky_Lancaster_ghost_sightings.html	LANCASTER	KY	LANCASTER, KY	6	37.619525	-84.577996
http://www.ghostsofamerica.com/4/Kentucky_Langley_ghost_sightings.html	LANGLEY	KY	LANGLEY, KY	3	37.531766	-82.790716
http://www.ghostsofamerica.com/4/Kentucky_Latonia_ghost_sightings.html	LATONIA	KY	LATONIA, KY	4	39.048116	-84.508831
http://www.ghostsofamerica.com/4/Kentucky_Lawrenceburg_ghost_sightings.html	LAWRENCEBURG	KY	LAWRENCEBURG, KY	5	38.037297	-84.896617
http://www.ghostsofamerica.com/4/Kentucky_Leburn_ghost_sightings.html	LEBURN	KY	LEBURN, KY	2	37.348154	-82.955163
http://www.ghostsofamerica.com/4/Kentucky_Leitchfield_ghost_sightings.html	LEITCHFIELD	KY	LEITCHFIELD, KY	1	37.480054	-86.293864
http://www.ghostsofamerica.com/4/Kentucky_Lejunior_ghost_sightings.html	LEJUNIOR	KY	LEJUNIOR, KY	1	36.920165	-83.190305
http://www.ghostsofamerica.com/4/Kentucky_Lewisburg_ghost_sightings.html	LEWISBURG	KY	LEWISBURG, KY	3	36.986434	-86.947219
http://www.ghostsofamerica.com/4/Kentucky_Lewisport_ghost_sightings.html	LEWISPORT	KY	LEWISPORT, KY	2	37.936997	-86.902215
http://www.ghostsofamerica.com/4/Kentucky_Lexington_ghost_sightings.html	LEXINGTON	KY	LEXINGTON, KY	5	38.040584	-84.503716
http://www.ghostsofamerica.com/4/Kentucky_Liberty_ghost_sightings.html	LIBERTY	KY	LIBERTY, KY	5	37.318406	-84.939398
http://www.ghostsofamerica.com/4/Kentucky_Lily_ghost_sightings.html	LILY	KY	LILY, KY	2	37.024533	-84.075209
http://www.ghostsofamerica.com/4/Kentucky_Livermore_ghost_sightings.html	LIVERMORE	KY	LIVERMORE, KY	5	37.493103	-87.131941
http://www.ghostsofamerica.com/4/Kentucky_Lockport_ghost_sightings.html	LOCKPORT	KY	LOCKPORT, KY	1	38.435901	-84.967173
http://www.ghostsofamerica.com/4/Kentucky_London_ghost_sightings.html	LONDON	KY	LONDON, KY	5	37.128977	-84.083265
http://www.ghostsofamerica.com/4/Kentucky_Louisa_ghost_sightings.html	LOUISA	KY	LOUISA, KY	1	38.114254	-82.603212
http://www.ghostsofamerica.com/4/Kentucky_Louisville_ghost_sightings.html	LOUISVILLE	KY	LOUISVILLE, KY	10	38.252665	-85.758456
http://www.ghostsofamerica.com/4/Kentucky_Lovely_ghost_sightings.html	LOVELY	KY	LOVELY, KY	1	37.82593	-82.401257
http://www.ghostsofamerica.com/4/Kentucky_Lowmansville_ghost_sightings.html	LOWMANSVILLE	KY	LOWMANSVILLE, KY	2	37.917315	-82.731825
http://www.ghostsofamerica.com/4/Kentucky_Loyall_ghost_sightings.html	LOYALL	KY	LOYALL, KY	1	36.852033	-83.354072
http://www.ghostsofamerica.com/4/Kentucky_Madisonville_ghost_sightings.html	MADISONVILLE	KY	MADISONVILLE, KY	2	37.328101	-87.498888
http://www.ghostsofamerica.com/4/Kentucky_Manchester_ghost_sightings.html	MANCHESTER	KY	MANCHESTER, KY	1	37.153701	-83.761864
http://www.ghostsofamerica.com/4/Kentucky_Marion_ghost_sightings.html	MARION	KY	MARION, KY	2	37.332829	-88.081135
http://www.ghostsofamerica.com/4/Kentucky_Martin_ghost_sightings.html	MARTIN	KY	MARTIN, KY	1	37.572876	-82.752659
http://www.ghostsofamerica.com/4/Kentucky_Mayfield_ghost_sightings.html	MAYFIELD	KY	MAYFIELD, KY	4	36.741724	-88.636715
http://www.ghostsofamerica.com/4/Kentucky_Mayking_ghost_sightings.html	MAYKING	KY	MAYKING, KY	2	37.135	-82.776111
http://www.ghostsofamerica.com/4/Kentucky_Maysville_ghost_sightings.html	MAYSVILLE	KY	MAYSVILLE, KY	1	38.641185	-83.744365
http://www.ghostsofamerica.com/4/Kentucky_Melvin_ghost_sightings.html	MELVIN	KY	MELVIN, KY	1	37.35038	-82.694046
http://www.ghostsofamerica.com/4/Kentucky_Middlesboro_ghost_sightings0.html	MIDDLESBORO	KY	MIDDLESBORO, KY	12	36.607257	-83.714285
http://www.ghostsofamerica.com/4/Kentucky_Midway_ghost_sightings.html	MIDWAY	KY	MIDWAY, KY	1	38.150908	-84.683834
http://www.ghostsofamerica.com/4/Kentucky_Millstone_ghost_sightings.html	MILLSTONE	KY	MILLSTONE, KY	1	37.163333	-82.749722
http://www.ghostsofamerica.com/4/Kentucky_Monticello_ghost_sightings.html	MONTICELLO	KY	MONTICELLO, KY	3	36.829794	-84.849113
http://www.ghostsofamerica.com/4/Kentucky_Morehead_ghost_sightings.html	MOREHEAD	KY	MOREHEAD, KY	1	38.183971	-83.432684
http://www.ghostsofamerica.com/4/Kentucky_Morganfield_ghost_sightings.html	MORGANFIELD	KY	MORGANFIELD, KY	2	37.683378	-87.916692
http://www.ghostsofamerica.com/4/Kentucky_Mortons_Gap_ghost_sightings.html	MORTONS GAP	KY	MORTONS GAP, KY	1	37.236712	-87.475276
http://www.ghostsofamerica.com/4/Kentucky_Mount_Sterling_ghost_sightings.html	MOUNT STERLING	KY	MOUNT STERLING, KY	4	38.056468	-83.943256
http://www.ghostsofamerica.com/4/Kentucky_Mount_Vernon_ghost_sightings.html	MOUNT VERNON	KY	MOUNT VERNON, KY	3	37.352862	-84.340492
http://www.ghostsofamerica.com/4/Kentucky_Mount_Washington_ghost_sightings.html	MOUNT WASHINGTON	KY	MOUNT WASHINGTON, KY	1	38.050063	-85.545788
http://www.ghostsofamerica.com/4/Kentucky_Muldraugh_ghost_sightings.html	MULDRAUGH	KY	MULDRAUGH, KY	1	37.937016	-85.991631
http://www.ghostsofamerica.com/4/Kentucky_Munfordville_ghost_sightings.html	MUNFORDVILLE	KY	MUNFORDVILLE, KY	2	37.272275	-85.891082
http://www.ghostsofamerica.com/4/Kentucky_Murray_ghost_sightings0.html	MURRAY	KY	MURRAY, KY	11	36.610333	-88.314761
http://www.ghostsofamerica.com/4/Kentucky_Nancy_ghost_sightings.html	NANCY	KY	NANCY, KY	1	37.071667	-84.748056
http://www.ghostsofamerica.com/4/Kentucky_Nebo_ghost_sightings.html	NEBO	KY	NEBO, KY	1	37.383656	-87.642784
http://www.ghostsofamerica.com/4/Kentucky_Newport_ghost_sightings0.html	NEWPORT	KY	NEWPORT, KY	16	39.091449	-84.495776
http://www.ghostsofamerica.com/4/Kentucky_Nicholasville_ghost_sightings.html	NICHOLASVILLE	KY	NICHOLASVILLE, KY	4	37.880634	-84.572996
http://www.ghostsofamerica.com/4/Kentucky_Oak_Grove_ghost_sightings.html	OAK GROVE	KY	OAK GROVE, KY	3	36.665047	-87.442788
http://www.ghostsofamerica.com/4/Kentucky_Olive_Hill_ghost_sightings.html	OLIVE HILL	KY	OLIVE HILL, KY	1	38.300081	-83.174065
http://www.ghostsofamerica.com/4/Kentucky_Orlando_ghost_sightings.html	ORLANDO	KY	ORLANDO, KY	1	37.372778	-84.268056
http://www.ghostsofamerica.com/4/Kentucky_Owensboro_ghost_sightings0.html	OWENSBORO	KY	OWENSBORO, KY	37	37.771907	-87.111168
http://www.ghostsofamerica.com/4/Kentucky_Owingsville_ghost_sightings.html	OWINGSVILLE	KY	OWINGSVILLE, KY	3	38.144802	-83.764085
http://www.ghostsofamerica.com/4/Kentucky_Paducah_ghost_sightings.html	PADUCAH	KY	PADUCAH, KY	8	37.083389	-88.600048
http://www.ghostsofamerica.com/4/Kentucky_Paint_Lick_ghost_sightings.html	PAINT LICK	KY	PAINT LICK, KY	1	37.616667	-84.409444
http://www.ghostsofamerica.com/4/Kentucky_Paintsville_ghost_sightings.html	PAINTSVILLE	KY	PAINTSVILLE, KY	1	37.814538	-82.807105
http://www.ghostsofamerica.com/4/Kentucky_Paris_ghost_sightings.html	PARIS	KY	PARIS, KY	3	38.209799	-84.252987
http://www.ghostsofamerica.com/4/Kentucky_Pendleton_ghost_sightings.html	PENDLETON	KY	PENDLETON, KY	1	38.462288	-85.303568
http://www.ghostsofamerica.com/4/Kentucky_Perry_Park_ghost_sightings.html	PERRY PARK	KY	PERRY PARK, KY	1	38.548121	-84.999673
http://www.ghostsofamerica.com/4/Kentucky_Perryville_ghost_sightings.html	PERRYVILLE	KY	PERRYVILLE, KY	6	37.650351	-84.951623
http://www.ghostsofamerica.com/4/Kentucky_Pewee_Valley_ghost_sightings.html	PEWEE VALLEY	KY	PEWEE VALLEY, KY	1	38.310625	-85.487459
http://www.ghostsofamerica.com/4/Kentucky_Philpot_ghost_sightings.html	PHILPOT	KY	PHILPOT, KY	1	37.733106	-86.988883
http://www.ghostsofamerica.com/4/Kentucky_Pikeville_ghost_sightings.html	PIKEVILLE	KY	PIKEVILLE, KY	3	37.479267	-82.518763
http://www.ghostsofamerica.com/4/Kentucky_Pineville_ghost_sightings.html	PINEVILLE	KY	PINEVILLE, KY	3	36.76203	-83.694918
http://www.ghostsofamerica.com/4/Kentucky_Premium_ghost_sightings.html	PREMIUM	KY	PREMIUM, KY	1	37.142796	-82.92384
http://www.ghostsofamerica.com/4/Kentucky_Prestonsburg_ghost_sightings.html	PRESTONSBURG	KY	PRESTONSBURG, KY	2	37.665653	-82.771549
http://www.ghostsofamerica.com/4/Kentucky_Princeton_ghost_sightings.html	PRINCETON	KY	PRINCETON, KY	2	37.109216	-87.881959
http://www.ghostsofamerica.com/4/Kentucky_Prospect_ghost_sightings.html	PROSPECT	KY	PROSPECT, KY	1	38.345068	-85.615517
http://www.ghostsofamerica.com/4/Kentucky_Providence_ghost_sightings.html	PROVIDENCE	KY	PROVIDENCE, KY	1	37.397545	-87.76279
http://www.ghostsofamerica.com/4/Kentucky_Radcliff_ghost_sightings.html	RADCLIFF	KY	RADCLIFF, KY	4	37.840346	-85.94913
http://www.ghostsofamerica.com/4/Kentucky_Reed_ghost_sightings.html	REED	KY	REED, KY	1	37.851156	-87.354172
http://www.ghostsofamerica.com/4/Kentucky_Richmond_ghost_sightings.html	RICHMOND	KY	RICHMOND, KY	7	37.747857	-84.294654
http://www.ghostsofamerica.com/4/Kentucky_Rineyville_ghost_sightings.html	RINEYVILLE	KY	RINEYVILLE, KY	1	37.74951	-85.969963
http://www.ghostsofamerica.com/4/Kentucky_River_ghost_sightings.html	RIVER	KY	RIVER, KY	2	37.900961	-82.747112
http://www.ghostsofamerica.com/4/Kentucky_Robards_ghost_sightings.html	ROBARDS	KY	ROBARDS, KY	2	37.673933	-87.546675
http://www.ghostsofamerica.com/4/Kentucky_Robinson_Creek_ghost_sightings.html	ROBINSON CREEK	KY	ROBINSON CREEK, KY	1	37.387048	-82.537375
http://www.ghostsofamerica.com/4/Kentucky_Rockholds_ghost_sightings.html	ROCKHOLDS	KY	ROCKHOLDS, KY	2	36.828696	-84.116322
http://www.ghostsofamerica.com/4/Kentucky_Rush_ghost_sightings.html	RUSH	KY	RUSH, KY	1	38.298056	-82.748056
http://www.ghostsofamerica.com/4/Kentucky_Russell_ghost_sightings.html	RUSSELL	KY	RUSSELL, KY	1	38.517303	-82.697663
http://www.ghostsofamerica.com/4/Kentucky_Russell_Springs_ghost_sightings.html	RUSSELL SPRINGS	KY	RUSSELL SPRINGS, KY	2	37.056179	-85.088567
http://www.ghostsofamerica.com/4/Kentucky_Russellville_ghost_sightings.html	RUSSELLVILLE	KY	RUSSELLVILLE, KY	1	36.84532	-86.887219
http://www.ghostsofamerica.com/4/Kentucky_Sacramento_ghost_sightings.html	SACRAMENTO	KY	SACRAMENTO, KY	2	37.415878	-87.265553
http://www.ghostsofamerica.com/4/Kentucky_Salt_Lick_ghost_sightings.html	SALT LICK	KY	SALT LICK, KY	4	38.120081	-83.614635
http://www.ghostsofamerica.com/4/Kentucky_Salvisa_ghost_sightings.html	SALVISA	KY	SALVISA, KY	1	37.917388	-84.858336
http://www.ghostsofamerica.com/4/Kentucky_Salyersville_ghost_sightings.html	SALYERSVILLE	KY	SALYERSVILLE, KY	1	37.752592	-83.068782
http://www.ghostsofamerica.com/4/Kentucky_Sandgap_ghost_sightings.html	SANDGAP	KY	SANDGAP, KY	2	37.486196	-84.090485
http://www.ghostsofamerica.com/4/Kentucky_Sandy_Hook_ghost_sightings.html	SANDY HOOK	KY	SANDY HOOK, KY	1	38.086474	-83.126284
http://www.ghostsofamerica.com/4/Kentucky_Science_Hill_ghost_sightings.html	SCIENCE HILL	KY	SCIENCE HILL, KY	1	37.177022	-84.635777
http://www.ghostsofamerica.com/4/Kentucky_Scottsville_ghost_sightings.html	SCOTTSVILLE	KY	SCOTTSVILLE, KY	8	36.753378	-86.190542
http://www.ghostsofamerica.com/4/Kentucky_Sebree_ghost_sightings.html	SEBREE	KY	SEBREE, KY	1	37.606989	-87.528617
http://www.ghostsofamerica.com/4/Kentucky_Shelbyville_ghost_sightings.html	SHELBYVILLE	KY	SHELBYVILLE, KY	2	38.212014	-85.223567
http://www.ghostsofamerica.com/4/Kentucky_Shepherdsville_ghost_sightings.html	SHEPHERDSVILLE	KY	SHEPHERDSVILLE, KY	4	37.988399	-85.715792
http://www.ghostsofamerica.com/4/Kentucky_Siler_ghost_sightings.html	SILER	KY	SILER, KY	1	36.694528	-83.958816
http://www.ghostsofamerica.com/4/Kentucky_Simpsonville_ghost_sightings.html	SIMPSONVILLE	KY	SIMPSONVILLE, KY	2	38.22257	-85.355235
http://www.ghostsofamerica.com/4/Kentucky_Slade_ghost_sightings.html	SLADE	KY	SLADE, KY	1	37.795084	-83.704081
http://www.ghostsofamerica.com/4/Kentucky_Smith_Mills_ghost_sightings.html	SMITH MILLS	KY	SMITH MILLS, KY	1	37.798376	-87.761964
http://www.ghostsofamerica.com/4/Kentucky_Somerset_ghost_sightings.html	SOMERSET	KY	SOMERSET, KY	9	37.092022	-84.604108
http://www.ghostsofamerica.com/4/Kentucky_Sonora_ghost_sightings.html	SONORA	KY	SONORA, KY	1	37.524226	-85.893019
http://www.ghostsofamerica.com/4/Kentucky_South_Shore_ghost_sightings.html	SOUTH SHORE	KY	SOUTH SHORE, KY	2	38.72091	-82.958228
http://www.ghostsofamerica.com/4/Kentucky_Spottsville_ghost_sightings.html	SPOTTSVILLE	KY	SPOTTSVILLE, KY	1	37.857173	-87.414127
http://www.ghostsofamerica.com/4/Kentucky_Springfield_ghost_sightings.html	SPRINGFIELD	KY	SPRINGFIELD, KY	2	37.685341	-85.222182
http://www.ghostsofamerica.com/4/Kentucky_Stamping_Ground_ghost_sightings.html	STAMPING GROUND	KY	STAMPING GROUND, KY	1	38.271739	-84.686335
http://www.ghostsofamerica.com/4/Kentucky_Stanford_ghost_sightings.html	STANFORD	KY	STANFORD, KY	4	37.53119	-84.661888
http://www.ghostsofamerica.com/4/Kentucky_Stanton_ghost_sightings.html	STANTON	KY	STANTON, KY	1	37.845637	-83.858252
http://www.ghostsofamerica.com/4/Kentucky_Stoney_Fork_ghost_sightings.html	STONEY FORK	KY	STONEY FORK, KY	1	36.832282	-83.534594
http://www.ghostsofamerica.com/4/Kentucky_Summer_Shade_ghost_sightings.html	SUMMER SHADE	KY	SUMMER SHADE, KY	1	36.88401	-85.702456
http://www.ghostsofamerica.com/4/Kentucky_Symsonia_ghost_sightings.html	SYMSONIA	KY	SYMSONIA, KY	4	36.920326	-88.520048
http://www.ghostsofamerica.com/4/Kentucky_Taylorsville_ghost_sightings.html	TAYLORSVILLE	KY	TAYLORSVILLE, KY	7	38.03173	-85.342453
http://www.ghostsofamerica.com/4/Kentucky_Tomahawk_ghost_sightings.html	TOMAHAWK	KY	TOMAHAWK, KY	1	37.868611	-82.597222
http://www.ghostsofamerica.com/4/Kentucky_Tompkinsville_ghost_sightings.html	TOMPKINSVILLE	KY	TOMPKINSVILLE, KY	6	36.70228	-85.69164
http://www.ghostsofamerica.com/4/Kentucky_Trenton_ghost_sightings.html	TRENTON	KY	TRENTON, KY	2	36.723933	-87.262783
http://www.ghostsofamerica.com/4/Kentucky_Trosper_ghost_sightings.html	TROSPER	KY	TROSPER, KY	1	36.788419	-83.819089
http://www.ghostsofamerica.com/4/Kentucky_Utica_ghost_sightings.html	UTICA	KY	UTICA, KY	3	37.60227	-87.113052
http://www.ghostsofamerica.com/4/Kentucky_Van_Lear_ghost_sightings.html	VAN LEAR	KY	VAN LEAR, KY	1	37.771207	-82.757937
http://www.ghostsofamerica.com/4/Kentucky_Vanceburg_ghost_sightings.html	VANCEBURG	KY	VANCEBURG, KY	1	38.599243	-83.318795
http://www.ghostsofamerica.com/4/Kentucky_Verona_ghost_sightings.html	VERONA	KY	VERONA, KY	1	38.818093	-84.660609
http://www.ghostsofamerica.com/4/Kentucky_Versailles_ghost_sightings.html	VERSAILLES	KY	VERSAILLES, KY	2	38.052576	-84.729946
http://www.ghostsofamerica.com/4/Kentucky_Viper_ghost_sightings.html	VIPER	KY	VIPER, KY	1	37.182873	-83.148226
http://www.ghostsofamerica.com/4/Kentucky_Virgie_ghost_sightings.html	VIRGIE	KY	VIRGIE, KY	2	37.335104	-82.579599
http://www.ghostsofamerica.com/4/Kentucky_Waco_ghost_sightings.html	WACO	KY	WACO, KY	2	37.74258	-84.144095
http://www.ghostsofamerica.com/4/Kentucky_Waddy_ghost_sightings.html	WADDY	KY	WADDY, KY	1	38.137015	-85.074398
http://www.ghostsofamerica.com/4/Kentucky_Walton_ghost_sightings.html	WALTON	KY	WALTON, KY	3	38.875619	-84.610221
http://www.ghostsofamerica.com/4/Kentucky_Warfield_ghost_sightings.html	WARFIELD	KY	WARFIELD, KY	4	37.844263	-82.417369
http://www.ghostsofamerica.com/4/Kentucky_Warsaw_ghost_sightings.html	WARSAW	KY	WARSAW, KY	2	38.783396	-84.901615
http://www.ghostsofamerica.com/4/Kentucky_Water_Valley_ghost_sightings.html	WATER VALLEY	KY	WATER VALLEY, KY	2	36.565615	-88.811168
http://www.ghostsofamerica.com/4/Kentucky_Webbville_ghost_sightings.html	WEBBVILLE	KY	WEBBVILLE, KY	2	38.179529	-82.871276
http://www.ghostsofamerica.com/4/Kentucky_West_Liberty_ghost_sightings.html	WEST LIBERTY	KY	WEST LIBERTY, KY	3	37.921476	-83.259622
http://www.ghostsofamerica.com/4/Kentucky_West_Paducah_ghost_sightings.html	WEST PADUCAH	KY	WEST PADUCAH, KY	1	37.08311	-88.74422
http://www.ghostsofamerica.com/4/Kentucky_West_Point_ghost_sightings.html	WEST POINT	KY	WEST POINT, KY	2	37.999516	-85.943575
http://www.ghostsofamerica.com/4/Kentucky_Westport_ghost_sightings.html	WESTPORT	KY	WESTPORT, KY	1	38.478607	-85.475454
http://www.ghostsofamerica.com/4/Kentucky_Whitesburg_ghost_sightings.html	WHITESBURG	KY	WHITESBURG, KY	2	37.118432	-82.826826
http://www.ghostsofamerica.com/4/Kentucky_Whitesville_ghost_sightings.html	WHITESVILLE	KY	WHITESVILLE, KY	3	37.683107	-86.87138
http://www.ghostsofamerica.com/4/Kentucky_Whitley_City_ghost_sightings.html	WHITLEY CITY	KY	WHITLEY CITY, KY	2	36.723412	-84.470494
http://www.ghostsofamerica.com/4/Kentucky_Wickliffe_ghost_sightings.html	WICKLIFFE	KY	WICKLIFFE, KY	1	36.964775	-89.089235
http://www.ghostsofamerica.com/4/Kentucky_Williamsburg_ghost_sightings.html	WILLIAMSBURG	KY	WILLIAMSBURG, KY	6	36.743417	-84.159656
http://www.ghostsofamerica.com/4/Kentucky_Williamstown_ghost_sightings.html	WILLIAMSTOWN	KY	WILLIAMSTOWN, KY	1	38.638125	-84.560498
http://www.ghostsofamerica.com/4/Kentucky_Wilmore_ghost_sightings.html	WILMORE	KY	WILMORE, KY	3	37.862023	-84.66161
http://www.ghostsofamerica.com/4/Kentucky_Winchester_ghost_sightings.html	WINCHESTER	KY	WINCHESTER, KY	8	37.990079	-84.17965
http://www.ghostsofamerica.com/4/Kentucky_Wingo_ghost_sightings.html	WINGO	KY	WINGO, KY	1	36.642281	-88.738942
http://www.ghostsofamerica.com/4/Kentucky_Woodbine_ghost_sightings.html	WOODBINE	KY	WOODBINE, KY	1	36.904809	-84.08882
http://www.ghostsofamerica.com/4/Kentucky_Wooton_ghost_sightings.html	WOOTON	KY	WOOTON, KY	1	37.178982	-83.302123
http://www.ghostsofamerica.com/4/Kentucky_Zoe_ghost_sightings.html	ZOE	KY	ZOE, KY	1	37.680278	-83.684167
